Site.Name,Date,Ametryn,Atrazine,Diuron,Hexazinone,Prometryn,Simazine,Tebuthiuron,"2,4-D",Chlorpyrifos,Fipronil,Fluroxypyr,Haloxyfop (acid),Imazapic,Imidacloprid,Isoxaflutole metabolite (DKN),MCPA,Metolachlor,Metribuzin,Metsulfuron-methyl,Pendimethalin,Terbuthylazine,Triclopyr
Black River at Bruce Highway,2023-02-09T15:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-02-11T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-02-13T07:50:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-02-14T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2023-02-16T07:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,NA,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.11,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-02-22T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2023-03-02T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2023-03-08T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-03-11T16:30:00Z,<0.01,0.03,0.16,0.06,<0.01,<0.02,<0.02,0.02,<0.02,<0.01,<0.07,0.02,0.05,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-03-16T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-03-30T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-04-17T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-05-15T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-06-07T14:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-09-23T13:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-10-08T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-10-26T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-11-05T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-12-01T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-12-06T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-12-11T15:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-12-23T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-12-23T12:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,0.02,0.29,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-12-24T06:40:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-12-25T09:20:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,0.01,0.09,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-12-26T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,0.12,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2024-01-03T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2024-01-08T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2024-01-11T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,0.96,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-01-13T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-01-14T13:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,0.83,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-01-15T10:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,0.09,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,0.03,<0.02,<0.01,0.53
Black River at Bruce Highway,2024-01-17T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.02,<0.01,<0.02,0.03,<0.02,<0.01,0.67
Black River at Bruce Highway,2024-01-19T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2024-01-23T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2024-01-26T06:50:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,0.11,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2024-01-27T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,0.1,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2024-01-31T15:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-01T06:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,0.03,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-04T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-06T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-09T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-15T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-17T06:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-19T06:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-21T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-22T06:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,0.03,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-22T15:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-23T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.15,<0.01,<0.02,0.03,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-23T16:20:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,0.02,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-24T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-24T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,0.02,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-25T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-26T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-27T11:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-28T14:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-02-29T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-02T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-07T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-12T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-15T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-19T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-21T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-24T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-25T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-25T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-26T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-26T16:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-28T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,0.03,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-29T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-03-30T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-04-03T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-04-09T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-04-15T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.05,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2024-04-21T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.05,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2017-11-30T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2017-12-06T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2017-12-12T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-01-05T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-01-16T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-01-24T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-02-07T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Ross River at Aplins Weir Headwater,2018-02-16T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Ross River at Aplins Weir Headwater,2018-02-20T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Ross River at Aplins Weir Headwater,2018-02-24T14:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Ross River at Aplins Weir Headwater,2018-02-26T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Ross River at Aplins Weir Headwater,2018-02-27T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.04,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Ross River at Aplins Weir Headwater,2018-02-28T06:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.04,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Ross River at Aplins Weir Headwater,2018-03-01T12:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-03-02T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Ross River at Aplins Weir Headwater,2018-03-03T13:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Ross River at Aplins Weir Headwater,2018-03-05T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Ross River at Aplins Weir Headwater,2018-03-09T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Ross River at Aplins Weir Headwater,2018-03-20T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-03-24T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-03-24T07:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-03-25T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-03-27T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-04-05T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-04-14T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
